,k_ino1,theta_ino1,k_miox,theta_miox
0,0.0007974553738638578,1.303924931754578,0.006991363688186001,5.595332767970212
1,0.00030658590335198106,3.711030752776278,0.005719685499535628,3.958902815124402
2,0.002072061982722888,9.795379951620147,0.008802336636061786,3.019363678222322
3,0.0012491507633033065,9.299601035688779,0.0069689318341297655,9.384252765275596
4,0.007975284691614584,4.648734422346294,0.0004288493849419048,2.3026262675673537
5,0.001548026529481547,8.60336774501558,0.00186910086909917,4.676539077450574
6,0.002855786515699653,2.0083316129081696,0.006677224158137559,0.16109930230573088
7,0.008843722159236697,7.897119370072459,0.008590269021698667,1.9943784198725456
8,0.00791245753943447,8.18556007620007,0.0075969053622351205,9.883058623282412
9,0.009113209638228583,7.437567424453208,0.006097872709225857,0.8339180759068916
10,0.00434327155591841,5.473264108306717,0.0024868894756476484,2.2362327900716537
11,0.006398683929211709,9.26533137682461,0.00021869487860021113,6.387249439980243
12,0.005498545261567682,2.327245712407641,0.006453576126747501,9.360618964219265
13,0.004853728978027393,0.7403290341488129,0.006726013798600456,9.181841417161595
14,0.006513920399303981,8.129845533367822,0.0004774610424153146,9.329584807714301
15,0.00249512378900798,9.806020664971147,0.003568300608610296,8.485714493358294
16,0.003085563822833804,9.444122992659866,0.005771126714609376,1.258214920049626
17,0.0017573692922435442,9.533634808221661,0.0013715517177996805,0.3630202072637118
18,0.009077233910794753,1.4379501732971993,0.00605130888228032,5.8377286133598245
19,0.004315477893690088,9.703078934173309,0.004556571796005615,4.625298341944498
20,0.008944054582600426,6.554309826441951,0.007970086814260148,2.111294658383031
21,0.006406750887852299,0.18103080870721616,0.008339820271785368,3.773182275069215
22,0.007642075840853562,6.7710573998809505,0.00015647477602068492,6.7473035715041165
23,0.001035248325554142,6.3821437584927505,4.6039319240652276e-05,0.18821706368544117
24,0.008717959645765667,5.7318091564530995,0.00790235189154409,4.559262749648317
25,0.003427668236730549,9.867001316737012,0.002734435440824749,7.042202044791468
26,0.003519301577621037,2.3554183317215966,0.003864785770358453,0.24428318065399957
27,0.009406081598837103,8.40088359841189,0.009653663956399116,5.371869402443225
28,0.009913004549665651,6.753740274287107,0.0013460446028446611,2.9225278473415295
29,0.001071496480790582,2.8954975040033206,0.006016748694805756,8.940244445335294
30,0.0076664535631541155,2.3190899243760477,0.0029686262762925724,8.10677465323555
31,0.006239337004410356,8.765426959040282,0.008478520910174016,0.7930831243039673
32,0.00344574059508204,7.65092451246056,0.004160748502949994,9.663645478749897
33,0.00024274320206049793,6.1195099508037725,0.0012489990640717138,3.2754553775680932
34,0.0036589762986139348,7.976997915594862,0.005214192826365445,0.8033137773337548
35,0.007353637037977763,7.323328267356673,0.009490896871438666,0.5548043147988564
36,0.005258759379845807,1.4483672863982315,0.0009872222435077954,6.955638222029871
37,0.001610694633353999,5.273249505537702,0.00853139810242365,1.2185747899488795
38,0.007530571879661754,5.5949008422824535,0.00989539918271428,2.5805551897484516
39,0.00037595186600100275,2.4660831523406554,0.00174677505023729,2.076933005408938
40,0.00010487928141973339,6.286998311901799,0.006817174712850869,6.102208988311881
41,0.0020869978944126886,4.327807462397299,0.0030086381553292457,8.636629758245949
42,0.004110925555385426,1.3826023717421396,0.009449670832264176,2.701796651650669
43,0.0037339636882851926,4.289187621731192,0.0005812934260586036,3.8299952298334796
44,0.007617771215573238,6.227151128033053,0.00310448569766711,2.8112653001644006
45,0.005940067707791689,7.808881104788097,0.006632678683014939,9.985611432082036
46,0.007292726279178409,1.3289678088327916,0.0008588611566202918,3.114266335833361
47,0.006211729428122082,5.898534122399371,0.0075507561908242015,2.4624656591309844
48,0.009956711761391731,8.377024668855565,0.005232458716042789,0.20753625631415692
49,0.00329774346769099,3.8550796868054387,0.000808701141599822,4.940022459608822
50,0.00527677136619346,3.363597653468505,0.0035923432143367233,9.776088793270828
51,0.006286306457769327,3.610313060579501,0.009732221179877409,9.973022440502406
52,0.002833165645045116,3.1472685051217266,0.009367619137767427,4.4780455805649675
53,0.008662111488261282,1.4888537721680968,0.009253914161027383,1.3300298977092835
54,0.009139605399761462,7.839347634745005,0.003922306051640734,5.607219937430029
