,k_ino1,theta_ino1,k_miox,theta_miox
0,0.004863741530262739,5.409941716751196,0.0062459912759751665,1.0
1,0.006121671559601523,9.146217082941453,0.00902178742407906,1.0
2,0.009304229638861837,3.894134768728659,0.005719667325395358,1.0
3,0.002618085319093331,5.452879165621651,0.0064260804653567035,1.0
4,0.005724711787073445,4.276607646219129,0.006218423620870711,1.0
5,0.008732369766865446,6.894165665637815,0.009865987710272943,1.0
6,0.0021144178219510332,0.5841950566482692,0.0026230091043482873,1.0
7,0.0023460978051470563,2.8813482086526983,0.0055937608820148385,1.0
8,0.00033052606595910123,2.507174942669075,0.005179216156429706,1.0
9,0.0037013965178436716,4.630055804974895,0.008216479182435718,1.0
10,0.0007372545947382179,6.824855644417275,0.009997273006869471,1.0
11,0.006763095278401641,1.427269008841592,0.006176888968961291,1.0
12,0.0017140128858553392,0.8033321272470682,0.0030062938474021846,1.0
13,0.0023685050612896937,7.75711394994191,0.009202152879315376,1.0
14,0.008409145325244614,8.84006014941295,0.002319537243694306,1.0
15,0.004334079317284094,4.174002474474101,0.00021664449700859224,1.0
16,0.0031611274505330376,3.831917850639169,0.003233945394511425,1.0
17,0.003500910626080329,6.927522127650118,0.005840884616986636,1.0
18,0.005440767029367775,1.4835922843921512,0.003502189890852432,1.0
19,0.00955766388878357,2.547942504668502,0.007181290112828123,1.0
20,0.0055121224313433,5.310270270636616,0.004138097246679385,1.0
21,0.008823417041678598,0.333151795830829,0.00419592480460926,1.0
22,0.0006377269079516748,9.582292284109393,0.006715889399196642,1.0
23,0.00690466208779154,8.74768795908097,0.009591334598318442,1.0
24,0.0015795752956462774,1.8857603482477592,0.007580421017170083,1.0
25,0.006461485163248731,1.0440830512568078,0.007958322289499123,1.0
26,0.0025670711666400596,8.373246914516114,0.00802484314396442,1.0
27,0.005808295207067048,2.1243742642482406,0.005193515902645745,1.0
28,0.003145589347428085,4.713141546130461,0.0055332747478567205,1.0
29,0.0018351975084043323,3.1009624526101844,0.009478706534463735,1.0
30,0.004674318086103249,3.2313083235436153,0.0031802341106975714,1.0
31,0.00042770226411308065,1.3569400305181454,0.007206418566263585,1.0
32,0.0035636962578260906,6.4602497002162185,0.0026097564476327195,1.0
33,0.00837481353479214,9.131247334984517,0.001758184249005102,1.0
34,0.003324044048948577,5.701336318197367,0.00899224150468769,1.0
35,0.00971147043213305,3.8497083664391485,0.002047203011399898,1.0
36,0.0024327666308236037,0.009287090867503917,0.002014813336513773,1.0
37,0.0002594323202972875,9.247575432647519,0.009553148850016078,1.0
38,0.008867642735220884,5.596665392479569,0.004045959422695547,1.0
39,0.006650573373359705,5.8968914803706705,0.00698766892687464,1.0
40,0.006732685970537222,5.375054854713337,0.003972045402306046,1.0
41,0.006783469216816114,3.067884790137289,0.004775845181522377,1.0
42,0.009320726144592714,9.323990352750792,0.006461940309154108,1.0
43,0.0026842883640203815,9.425132127252784,0.0049797097567830595,1.0
44,0.001792536164771144,8.993035637758641,0.006441043383155428,1.0
45,0.007210989630125309,6.055789082709179,0.005966000134079543,1.0
46,0.0003105960735159975,2.418137615876935,0.001602972313213491,1.0
47,0.002738361714662685,3.3606998892872557,0.0029584535461474742,1.0
48,0.004269845621714386,7.606978302460987,0.0026577103542877252,1.0
49,0.0035267891533918056,1.104021049823058,0.005635217675049682,1.0
50,0.0064818568882428085,2.716809823191338,0.008740788617525924,1.0
51,0.002720432143548833,2.360290319451703,0.0006259167082708582,1.0
52,0.0020916289905147244,0.09070805672239143,0.0006142884873350058,1.0
53,0.009134421724657789,7.135678357745284,0.0018542556463459817,1.0
54,0.00974996022207482,7.540680013924414,0.0056807363199997685,1.0
55,0.007396076918306895,6.36225016298363,0.008199387410347559,1.0
56,0.0009779676606686577,0.7249305777416888,0.005327042662887769,1.0
57,0.003767333926005691,7.987567359466673,0.003693289540150672,1.0
58,0.007873399060824756,5.256422596252374,0.0026790816135163482,1.0
59,0.005778042127212437,2.2224797009087136,0.00018872169748855285,1.0
60,0.005863812340117495,7.650415414676184,0.0029698765250744698,1.0
61,0.00874462023925962,3.2637958462437715,0.0011087052512704348,1.0
62,0.003314066266185968,3.3243172606000178,0.006515096884204877,1.0
63,0.0010643931880558331,0.9955757600668275,0.00696536382450995,1.0
64,0.006975635802967373,0.47524925112813504,0.004514526141931555,1.0
65,0.0016792714811548922,7.665341758129371,0.0005848386628887338,1.0
66,0.0066787532412305685,4.879864472568145,0.008659357769219451,1.0
67,0.003240502099223529,5.546983095928671,0.0035845281853487624,1.0
68,0.007054835919637768,9.281803178028522,0.002782105928008582,1.0
69,0.0013635185170116954,7.095403197248416,0.00895871959948914,1.0
70,0.007826825287698977,3.8067541418370183,0.005507316719440538,1.0
71,0.0017306422191333867,6.011821832290841,0.00044971724815358517,1.0
72,0.0027938169262305785,4.772270201614805,0.0069587510048548925,1.0
73,0.003362781346381624,4.083763834603837,0.0005423053533450145,1.0
74,0.0024038109305296895,4.884762506514807,0.008547968428010155,1.0
75,0.006884804653368545,7.706526799317497,0.0037762469853164387,1.0
